player_name;team_abbreviation;country;pts;reb;ast;season
Marreese Speights;PHI;USA;5.4;3.3;0.5;2010-11
Martell Webster;MIN;USA;9.8;3.2;1.2;2010-11
Marvin Williams;ATL;USA;10.4;4.8;1.4;2010-11
Matt Barnes;LAL;USA;6.7;4.3;1.3;2010-11
Matt Bonner;SAS;USA;7.3;3.6;0.9;2010-11
Matt Carroll;CHA;USA;4.4;1.3;0.4;2010-11
Maurice Ager;MIN;USA;3.8;0.5;0.3;2010-11
Maurice Evans;WAS;USA;6.3;2.1;0.6;2010-11
Mehmet Okur;UTA;Turkey;4.9;2.3;1.5;2010-11
Melvin Ely;DEN;USA;2.3;2.5;0.5;2010-11
Metta World Peace;LAL;USA;8.5;3.3;2.1;2010-11
Michael Beasley;MIN;USA;19.2;5.6;2.2;2010-11
Michael Redd;MIL;USA;4.4;0.8;1.2;2010-11
Mickael Pietrus;PHX;France;7.2;2.2;0.6;2010-11
Mike Bibby;MIA;USA;8.6;2.4;3.3;2010-11
Mike Conley;MEM;USA;13.7;3.0;6.5;2010-11
Mike Dunleavy;IND;USA;11.2;4.5;1.7;2010-11
Mike Harris;HOU;USA;2.0;1.3;0.3;2010-11
Mike Miller;MIA;USA;5.6;4.5;1.2;2010-11
Marcus Cousin;UTA;USA;1.0;0.8;0.0;2010-11
Marcus Camby;POR;USA;4.7;10.3;2.1;2010-11
Marcus Banks;TOR;USA;2.0;0.3;1.0;2010-11
Marco Belinelli;NOH;Italy;10.5;1.9;1.2;2010-11
Lamar Odom;LAL;USA;14.4;8.7;3.0;2010-11
Landry Fields;NYK;USA;9.7;6.4;1.9;2010-11
Larry Owens;WAS;USA;3.3;1.3;0.7;2010-11
Larry Sanders;MIL;USA;4.3;3.0;0.3;2010-11
LeBron James;MIA;USA;26.7;7.5;7.0;2010-11
Leandro Barbosa;TOR;Brazil;13.3;1.7;2.1;2010-11
Leon Powe;MEM;USA;5.3;2.1;0.2;2010-11
Lester Hudson;WAS;USA;1.6;0.5;1.5;2010-11
Linas Kleiza;TOR;Lithuania;11.2;4.5;1.0;2010-11
Lou Amundson;GSW;USA;4.3;4.0;0.4;2010-11
Lou Williams;PHI;USA;13.7;2.0;3.4;2010-11
Mo Williams;LAC;USA;14.0;2.6;6.6;2010-11
Luc Mbah a Moute;MIL;Cameroon;6.7;5.3;0.9;2010-11
Luke Babbitt;POR;USA;1.5;1.3;0.3;2010-11
Luke Harangody;CLE;USA;3.9;2.9;0.6;2010-11
Luke Ridnour;MIN;USA;11.8;2.8;5.4;2010-11
Luke Walton;LAL;USA;1.7;1.2;1.1;2010-11
Luol Deng;CHI;United Kingdom;17.4;5.8;2.8;2010-11
Luther Head;SAC;USA;5.6;1.7;1.9;2010-11
Malik Allen;ORL;USA;1.3;1.8;0.2;2010-11
Manny Harris;CLE;USA;5.9;2.6;1.6;2010-11
Manu Ginobili;SAS;Argentina;17.4;3.7;4.9;2010-11
Marc Gasol;MEM;Spain;11.7;7.0;2.5;2010-11
Marcin Gortat;PHX;Poland;10.2;7.9;0.9;2010-11
Luis Scola;HOU;Argentina;18.3;8.2;2.5;2010-11
Kyrylo Fesenko;UTA;Ukraine;2.0;2.0;0.3;2010-11
Monta Ellis;GSW;USA;24.1;3.5;5.6;2010-11
Mustafa Shakur;WAS;USA;2.3;1.0;1.1;2010-11
Rajon Rondo;BOS;USA;10.6;4.4;11.2;2010-11
Ramon Sessions;CLE;USA;13.3;3.1;5.2;2010-11
Randy Foye;LAC;USA;9.8;1.6;2.7;2010-11
Rashard Lewis;WAS;USA;11.7;5.1;1.6;2010-11
Rasual Butler;CHI;USA;4.7;1.6;0.6;2010-11
Ray Allen;BOS;USA;16.5;3.4;2.7;2010-11
Raymond Felton;DEN;USA;15.5;3.6;8.3;2010-11
Reggie Evans;TOR;USA;4.4;11.5;1.3;2010-11
Reggie Williams;GSW;USA;9.2;2.7;1.5;2010-11
Renaldo Balkman;NYK;USA;2.0;0.9;0.3;2010-11
Richard Hamilton;DET;USA;14.1;2.3;3.1;2010-11
Richard Jefferson;SAS;USA;11.0;3.8;1.3;2010-11
Robin Lopez;PHX;USA;6.4;3.2;0.1;2010-11
Rodney Carney;MEM;USA;4.7;1.8;0.4;2010-11
Rodney Stuckey;DET;USA;15.5;3.1;5.2;2010-11
Rodrigue Beaubois;DAL;France;8.4;1.9;2.3;2010-11
Roger Mason Jr.;NYK;USA;2.9;1.7;0.8;2010-11
Ronald Dupree;TOR;USA;0.7;1.0;0.3;2010-11
Ronnie Brewer;CHI;USA;6.2;3.2;1.7;2010-11
Ronnie Price;UTA;USA;3.3;1.0;0.9;2010-11
Ronny Turiaf;NYK;France;4.2;3.2;1.4;2010-11
Roy Hibbert;IND;USA;12.7;7.5;2.0;2010-11
Royal Ivey;OKC;USA;1.6;0.6;0.3;2010-11
Raja Bell;UTA;U.S. Virgin Islands;8.0;2.6;1.7;2010-11
Quinton Ross;NJN;USA;1.6;0.8;0.3;2010-11
Quincy Pondexter;NOH;USA;2.8;1.3;0.4;2010-11
Quentin Richardson;ORL;USA;4.4;3.1;0.7;2010-11
Nate Robinson;OKC;USA;6.8;1.5;1.9;2010-11
Nazr Mohammed;OKC;USA;7.1;4.9;0.3;2010-11
Nenad Krstic;BOS;Serbia and Montenegro;8.1;4.7;0.4;2010-11
Nene;DEN;Brazil;14.5;7.6;2.0;2010-11
Nick Collison;OKC;USA;4.6;4.5;1.0;2010-11
Nick Young;WAS;USA;17.4;2.7;1.2;2010-11
Nicolas Batum;POR;France;12.4;4.5;1.5;2010-11
Nikola Pekovic;MIN;Montenegro;5.5;3.0;0.4;2010-11
O.J. Mayo;MEM;USA;11.3;2.4;2.0;2010-11
Omer Asik;CHI;Turkey;2.8;3.7;0.4;2010-11
Omri Casspi;SAC;Israel;8.6;4.3;1.0;2010-11
Morris Peterson;OKC;USA;1.0;0.8;0.3;2010-11
Orien Greene;NJN;USA;1.0;0.0;0.3;2010-11
Pape Sy;ATL;France;2.3;1.0;0.7;2010-11
Patrick Ewing;NOH;USA;0.4;0.3;0.3;2010-11
Patrick Patterson;HOU;USA;6.3;3.8;0.8;2010-11
Patty Mills;POR;Australia;5.5;0.8;1.7;2010-11
Pau Gasol;LAL;Spain;18.8;10.2;3.3;2010-11
Paul George;IND;USA;7.8;3.7;1.1;2010-11
Paul Millsap;UTA;USA;17.3;7.6;2.5;2010-11
Paul Pierce;BOS;USA;18.9;5.4;3.3;2010-11
Peja Stojakovic;DAL;Serbia and Montenegro;8.5;2.3;0.9;2010-11
Pooh Jeter;SAC;USA;4.1;1.1;2.6;2010-11
Pops Mensah-Bonsu;NOH;USA;0.3;1.6;0.3;2010-11
Othyus Jeffers;WAS;USA;5.5;3.9;1.2;2010-11
Lazar Hayward;MIN;USA;3.8;1.7;0.7;2010-11
Brandan Wright;NJN;USA;3.8;2.4;0.3;2010-11
Amir Johnson;TOR;USA;9.6;6.4;1.1;2010-11
AJ Price;IND;USA;6.5;1.4;2.2;2010-11
Aaron Brooks;PHX;USA;10.7;1.3;3.9;2010-11
Aaron Gray;NOH;USA;3.1;4.2;0.4;2010-11
Brandon Bass;ORL;USA;11.2;5.6;0.8;2010-11
Acie Law;GSW;USA;4.2;1.2;1.6;2010-11
Al Harrington;DEN;USA;10.5;4.5;1.4;2010-11
Al Horford;ATL;Dominican Republic;15.3;9.3;3.5;2010-11
Al Jefferson;UTA;USA;18.6;9.7;1.8;2010-11
Al Thornton;GSW;USA;7.4;3.0;0.9;2010-11
Al-Farouq Aminu;LAC;USA;5.6;3.3;0.7;2010-11
Alexis Ajinca;TOR;France;4.2;2.3;0.3;2010-11
Alonzo Gee;CLE;USA;5.9;3.3;0.7;2010-11
Amar'e Stoudemire;NYK;USA;25.3;8.2;2.6;2010-11
Anderson Varejao;CLE;Brazil;9.1;9.7;1.5;2010-11
Jimmer Fredette;SAC;USA;7.6;1.2;1.8;2011-12
AJ Price;IND;USA;3.9;1.4;2.0;2011-12
Jimmy Butler;CHI;USA;2.6;1.3;0.3;2011-12
Joakim Noah;CHI;USA;10.2;9.8;2.5;2011-12
Jodie Meeks;PHI;USA;8.4;2.4;0.8;2011-12
Joe Johnson;ATL;USA;18.8;3.7;3.9;2011-12
Joel Anthony;MIA;Canada;3.4;3.9;0.1;2011-12
Joel Przybilla;POR;USA;2.0;5.1;0.2;2011-12
Johan Petro;NJN;France;4.2;3.8;0.8;2011-12
John Lucas III;CHI;USA;7.5;1.6;2.2;2011-12
John Salmons;SAC;USA;7.5;2.9;2.0;2011-12
John Wall;WAS;USA;16.3;4.5;8.0;2011-12
Jon Brockman;MIL;USA;1.1;2.1;0.3;2011-12
Jon Leuer;MIL;USA;4.7;2.6;0.5;2011-12
Jonas Jerebko;DET;Sweden;8.7;4.8;0.7;2011-12
Jonny Flynn;POR;USA;4.5;1.3;3.3;2011-12
Jerryd Bayless;TOR;USA;11.4;2.1;3.8;2011-12
Jerry Stackhouse;ATL;USA;3.6;0.8;0.5;2011-12
Jerry Smith;NJN;USA;1.4;1.4;0.8;2011-12
Jerome Jordan;NYK;Jamaica;2.0;1.3;0.2;2011-12
Dahntay Jones;IND;USA;5.3;1.8;1.0;2011-12
Daequan Cook;OKC;USA;5.5;2.1;0.3;2011-12
DaJuan Summers;NOH;USA;4.5;1.5;0.7;2011-12
DJ White;CHA;USA;6.8;3.6;0.8;2011-12
D.J. Kennedy;CLE;USA;6.0;3.5;1.5;2011-12
D.J. Augustin;CHA;USA;11.1;2.3;6.4;2011-12
Craig Smith;POR;USA;3.3;2.3;0.4;2011-12
Craig Brackins;PHI;USA;1.6;1.1;0.6;2011-12
Courtney Lee;HOU;USA;11.4;2.7;1.5;2011-12
Courtney Fortson;HOU;USA;3.5;1.5;1.0;2011-12
Cory Joseph;SAS;Canada;2.0;0.9;1.2;2011-12
Cory Higgins;CHA;USA;3.9;0.9;0.9;2011-12
Corey Maggette;CHA;USA;15.0;3.9;1.2;2011-12
Corey Brewer;DEN;USA;8.9;2.5;1.5;2011-12
Jason Richardson;ORL;USA;11.6;3.6;2.0;2011-12
Jason Smith;NOH;USA;9.9;4.9;0.9;2011-12
Jason Terry;DAL;USA;15.1;2.4;3.6;2011-12
Jason Thompson;SAC;USA;9.1;6.9;1.2;2011-12
Jeff Adrien;HOU;USA;2.6;2.8;0.1;2011-12
Jeff Ayres;IND;USA;1.7;1.7;0.2;2011-12
Jeff Foote;NOH;USA;1.0;1.5;0.0;2011-12
Jeff Foster;IND;USA;2.3;3.8;0.4;2011-12
Jeff Teague;ATL;USA;12.6;2.4;4.9;2011-12
Jeremy Evans;UTA;USA;2.1;1.7;0.4;2011-12
Jeremy Lin;NYK;USA;14.6;3.1;6.2;2011-12
Jeremy Pargo;MEM;USA;2.9;0.8;1.3;2011-12
Jeremy Tyler;GSW;USA;4.9;3.3;0.4;2011-12
Jermaine O'Neal;BOS;USA;5.0;5.4;0.4;2011-12
Jerome Dyson;NOH;USA;7.4;2.1;2.0;2011-12
Jordan Crawford;WAS;USA;14.7;2.6;3.0;2011-12
Damien Wilkins;DET;USA;3.2;1.7;0.7;2011-12
Jordan Farmar;NJN;USA;10.4;1.6;3.3;2011-12
Jordan Hill;LAL;USA;5.0;4.8;0.4;2011-12
Kwame Brown;GSW;USA;6.3;6.3;0.4;2011-12
Kyle Korver;CHI;USA;8.1;2.4;1.7;2011-12
Kyle Lowry;HOU;USA;14.3;4.5;6.6;2011-12
Kyrie Irving;CLE;Australia;18.5;3.7;5.4;2011-12
Kyrylo Fesenko;IND;Ukraine;2.7;3.0;0.3;2011-12
LaMarcus Aldridge;POR;USA;21.7;8.0;2.4;2011-12
Lamar Odom;DAL;USA;6.6;4.2;1.7;2011-12
Lance Stephenson;IND;USA;2.5;1.3;1.1;2011-12
Lance Thomas;NOH;USA;4.0;3.0;0.3;2011-12
Landry Fields;NYK;USA;8.8;4.2;2.6;2011-12
Larry Hughes;ORL;USA;1.3;0.6;0.8;2011-12
Larry Owens;NJN;USA;1.9;1.9;0.6;2011-12
Larry Sanders;MIL;USA;3.6;3.1;0.6;2011-12
Lavoy Allen;PHI;USA;4.1;4.2;0.8;2011-12
Lazar Hayward;OKC;USA;1.4;0.6;0.2;2011-12
LeBron James;MIA;USA;27.1;7.9;6.2;2011-12
Leandro Barbosa;IND;Brazil;11.1;2.0;1.5;2011-12
Lester Hudson;MEM;USA;10.9;2.9;2.3;2011-12
Linas Kleiza;TOR;Lithuania;9.7;4.1;0.9;2011-12
Lou Amundson;IND;USA;3.6;3.7;0.2;2011-12
Lou Williams;PHI;USA;14.9;2.4;3.5;2011-12
Luc Mbah a Moute;MIL;Cameroon;7.7;5.3;0.7;2011-12
Luis Scola;HOU;Argentina;15.5;6.5;2.1;2011-12
Luke Babbitt;POR;USA;5.1;2.4;0.4;2011-12
Luke Harangody;CLE;USA;2.9;2.5;0.3;2011-12
Luke Ridnour;MIN;USA;12.1;2.7;4.8;2011-12
Luke Walton;CLE;USA;1.8;1.6;1.2;2011-12
Luol Deng;CHI;United Kingdom;15.3;6.5;2.9;2011-12
Malcolm Lee;MIN;USA;3.3;1.4;1.6;2011-12
Kurt Thomas;POR;USA;3.0;3.5;0.9;2011-12
Kris Humphries;NJN;USA;13.8;11.0;1.5;2011-12
Kosta Koufos;DEN;USA;5.5;5.4;0.3;2011-12
Kobe Bryant;LAL;USA;27.9;5.4;4.6;2011-12
Jordan Williams;NJN;USA;4.6;3.6;0.3;2011-12
Jose Calderon;TOR;Spain;10.5;3.0;8.8;2011-12
Josh Childress;PHX;USA;2.9;2.8;1.0;2011-12
Josh Davis;MEM;USA;1.9;1.8;0.4;2011-12
Josh Harrellson;NYK;USA;4.4;3.9;0.3;2011-12
Josh Howard;UTA;USA;8.7;3.7;1.2;2011-12
Josh McRoberts;LAL;USA;2.8;3.4;1.0;2011-12
Josh Selby;MEM;USA;2.3;0.5;1.1;2011-12
Josh Smith;ATL;USA;18.8;9.6;3.9;2011-12
Jrue Holiday;PHI;USA;13.5;3.3;4.5;2011-12
Julyan Stone;DEN;USA;1.6;1.1;1.7;2011-12
Justin Dentmon;TOR;USA;4.3;1.3;1.7;2011-12
Justin Harper;ORL;USA;1.4;0.9;0.1;2011-12
Juwan Howard;MIA;USA;1.5;1.7;0.4;2011-12
Jordan Hamilton;DEN;USA;4.4;2.4;0.8;2011-12
Kawhi Leonard;SAS;USA;7.9;5.1;1.1;2011-12
Keith Bogans;NJN;USA;4.2;2.2;0.6;2011-12
Kelenna Azubuike;DAL;England;2.3;0.0;0.0;2011-12
Kemba Walker;CHA;USA;12.1;3.5;4.4;2011-12
Kendrick Perkins;OKC;USA;5.1;6.6;1.2;2011-12
Kenneth Faried;DEN;USA;10.2;7.7;0.8;2011-12
Kenyon Martin;LAC;USA;5.2;4.3;0.4;2011-12
Kevin Durant;OKC;USA;28.0;8.0;3.5;2011-12
Kevin Garnett;BOS;USA;15.8;8.2;2.9;2011-12
Kevin Love;MIN;USA;26.0;13.3;2.0;2011-12
Kevin Martin;HOU;USA;17.1;2.7;2.8;2011-12
Kevin Seraphin;WAS;France;7.9;4.9;0.6;2011-12
Keyon Dooling;BOS;USA;4.0;0.8;1.1;2011-12
Kirk Hinrich;ATL;USA;6.6;2.1;2.8;2011-12
Klay Thompson;GSW;USA;12.5;2.4;2.0;2011-12
Keith Benson;GSW;USA;0.0;1.0;0.0;2011-12
Damion James;NJN;USA;4.9;4.7;0.4;2011-12
Dante Cunningham;MEM;USA;5.2;3.8;0.6;2011-12
Daniel Gibson;CLE;USA;7.5;2.9;2.2;2011-12
Hedo Turkoglu;ORL;Turkey;10.9;3.8;4.4;2011-12
Hassan Whiteside;SAC;USA;1.6;2.2;0.0;2011-12
Hasheem Thabeet;POR;Tanzania;1.8;2.1;0.0;2011-12
Hamed Haddadi;MEM;Iran;2.0;2.0;0.2;2011-12
Hamady Ndiaye;WAS;Senegal;0.0;0.0;0.0;2011-12
Hakim Warrick;PHX;USA;6.4;2.6;0.9;2011-12
Gustavo Ayon;NOH;Mexico;5.9;4.9;1.4;2011-12
Greivis Vasquez;NOH;Venezuela;8.9;2.6;5.4;2011-12
Greg Stiemsma;BOS;USA;2.9;3.2;0.5;2011-12
Greg Smith;HOU;USA;1.8;2.5;0.1;2011-12
Greg Monroe;DET;USA;15.4;9.7;2.3;2011-12
Grant Hill;PHX;USA;10.2;3.5;2.2;2011-12
Henry Walker;NYK;USA;5.9;2.5;1.2;2011-12
Gordon Hayward;UTA;USA;11.8;3.5;3.1;2011-12
Glen Davis;ORL;USA;9.3;5.4;0.8;2011-12
Gilbert Arenas;MEM;USA;4.2;1.1;1.1;2011-12
Gerald Wallace;NJN;USA;13.8;6.7;2.8;2011-12
Gerald Henderson;CHA;USA;15.1;4.1;2.3;2011-12
Gerald Green;NJN;USA;12.9;3.5;1.1;2011-12
George Hill;IND;USA;9.6;3.0;2.9;2011-12
Gary Neal;SAS;USA;9.9;2.1;2.1;2011-12
Gary Forbes;TOR;Panama;6.6;2.1;1.1;2011-12
Francisco Garcia;SAC;Dominican Republic;4.8;2.0;0.6;2011-12
Francisco Elson;PHI;Netherlands;0.4;0.2;0.2;2011-12
Evan Turner;PHI;USA;9.4;5.8;2.8;2011-12
Ersan Ilyasova;MIL;Turkey;13.0;8.8;1.2;2011-12
Goran Dragic;HOU;Slovenia;11.7;2.5;5.3;2011-12
Erick Dampier;ATL;USA;0.1;1.7;0.3;2011-12
Ian Mahinmi;DAL;France;5.8;4.7;0.2;2011-12
Iman Shumpert;NYK;USA;9.5;3.2;2.8;2011-12
Jason Kapono;LAL;USA;2.0;0.5;0.4;2011-12
Jason Collins;ATL;USA;1.3;1.6;0.3;2011-12
Jarrett Jack;NOH;USA;15.6;3.9;6.3;2011-12
Jared Jeffries;NYK;USA;4.4;3.9;0.7;2011-12
Jared Dudley;PHX;USA;12.7;4.6;1.7;2011-12
Jannero Pargo;ATL;USA;5.6;1.5;1.9;2011-12
Jan Vesely;WAS;Czech Republic;4.7;4.4;0.8;2011-12
James Singleton;WAS;USA;8.2;6.8;1.3;2011-12
James Jones;MIA;USA;3.6;1.0;0.4;2011-12
James Johnson;TOR;USA;9.1;4.7;2.0;2011-12
James Harden;OKC;USA;16.8;4.1;3.7;2011-12
James Anderson;SAS;USA;3.7;1.5;0.8;2011-12
Ike Diogu;SAS;USA;1.0;0.5;0.0;2011-12
Jameer Nelson;ORL;USA;11.9;3.2;5.7;2011-12
Jamal Crawford;POR;USA;14.0;2.0;3.2;2011-12
Jamaal Tinsley;UTA;USA;3.7;1.2;3.3;2011-12
Jamaal Magloire;TOR;Canada;1.2;3.3;0.2;2011-12
JaVale McGee;DEN;USA;11.3;7.8;0.5;2011-12
JaJuan Johnson;BOS;USA;3.2;1.6;0.2;2011-12
JR Smith;NYK;USA;12.5;3.9;2.4;2011-12
JJ Redick;ORL;USA;11.6;2.3;2.5;2011-12
JJ Hickson;POR;USA;8.4;6.2;0.8;2011-12
J.J. Barea;MIN;Puerto Rico;11.3;2.8;5.7;2011-12
Ivan Johnson;ATL;USA;6.4;4.0;0.6;2011-12
Ish Smith;ORL;USA;2.8;1.3;1.6;2011-12
Isaiah Thomas;SAC;USA;11.5;2.6;4.1;2011-12
Jamario Moon;CHA;USA;2.3;2.8;0.6;2011-12
Dan Gadzuric;NYK;Netherlands;0.0;2.5;0.0;2011-12
Eric Maynor;OKC;USA;4.2;1.4;2.4;2011-12
Eric Dawson;SAS;USA;3.8;2.5;0.0;2011-12
Derrick Byars;SAS;USA;5.0;5.5;0.5;2011-12
Derrick Brown;CHA;USA;8.1;3.6;1.0;2011-12
Deron Williams;NJN;USA;21.0;3.3;8.7;2011-12
Derek Fisher;OKC;USA;5.6;1.9;2.7;2011-12
Dennis Horner;NJN;USA;0.6;0.6;0.0;2011-12
Delonte West;DAL;USA;9.6;2.3;3.2;2011-12
DeShawn Stevenson;NJN;USA;2.9;2.0;0.8;2011-12
DeSagana Diop;CHA;Senegal;1.1;3.1;0.9;2011-12
DeMarre Carroll;UTA;USA;4.5;2.2;0.8;2011-12
DeMarcus Cousins;SAC;USA;18.1;11.0;1.6;2011-12
DeMar DeRozan;TOR;USA;16.7;3.3;2.0;2011-12
DeJuan Blair;SAS;USA;9.5;5.5;1.2;2011-12
Derrick Favors;UTA;USA;8.8;6.5;0.7;2011-12
DeAndre Liggins;ORL;USA;1.9;0.9;0.3;2011-12
David West;IND;USA;12.8;6.6;2.1;2011-12
David Lee;GSW;USA;20.1;9.6;2.8;2011-12
Darryl Watkins;NOH;USA;4.6;5.4;0.6;2011-12
Darren Collison;IND;USA;10.4;3.1;4.8;2011-12
Darko Milicic;MIN;Serbia;4.6;3.3;0.6;2011-12
Darius Morris;LAL;USA;2.4;0.8;1.1;2011-12
Darington Hobson;MIL;USA;0.8;0.6;1.2;2011-12
Malcolm Thomas;SAS;USA;0.3;1.0;0.3;2011-12
Danny Green;SAS;USA;9.1;3.5;1.3;2011-12
Danny Granger;IND;USA;18.7;5.0;1.8;2011-12
Danilo Gallinari;DEN;Italy;14.6;4.7;2.7;2011-12
Daniel Orton;ORL;USA;2.8;2.4;0.3;2011-12
DeAndre Jordan;LAC;USA;7.4;8.3;0.3;2011-12
Eric Gordon;NOH;USA;20.6;2.8;3.4;2011-12
Derrick Rose;CHI;USA;21.8;3.4;7.9;2011-12
Devin Ebanks;LAL;USA;4.0;2.3;0.5;2011-12
Eric Bledsoe;LAC;USA;3.3;1.6;1.7;2011-12
Enes Kanter;UTA;Turkey;4.6;4.2;0.1;2011-12
Emeka Okafor;NOH;USA;9.9;7.9;0.9;2011-12
Elton Brand;PHI;USA;11.0;7.2;1.6;2011-12
Elliot Williams;POR;USA;3.7;0.8;0.3;2011-12
Ekpe Udoh;MIL;USA;5.6;4.2;0.9;2011-12
Edwin Ubiles;WAS;Puerto Rico;3.5;2.5;0.3;2011-12
Eduardo Najera;CHA;Mexico;2.6;2.3;0.5;2011-12
Eddy Curry;MIA;USA;2.1;0.9;0.1;2011-12
Ed Davis;TOR;USA;6.3;6.6;0.9;2011-12
Earl Watson;UTA;USA;3.0;2.4;4.3;2011-12
Earl Clark;ORL;USA;2.7;2.8;0.4;2011-12
Derrick Williams;MIN;USA;8.8;4.7;0.6;2011-12
Earl Boykins;HOU;USA;4.9;1.4;2.1;2011-12
E'Twaun Moore;BOS;USA;2.9;0.9;0.9;2011-12
Dwyane Wade;MIA;USA;22.1;4.8;4.6;2011-12
Dwight Howard;ORL;USA;20.6;14.5;1.9;2011-12
Drew Gooden;MIL;USA;13.7;6.5;2.6;2011-12
Dorell Wright;GSW;USA;10.3;4.6;1.5;2011-12
Donte Greene;SAC;USA;5.4;2.5;0.6;2011-12
Donald Sloan;CLE;USA;5.5;2.0;3.2;2011-12
Dominique Jones;DAL;USA;2.7;1.3;1.3;2011-12
Dominic McGuire;GSW;USA;3.5;3.8;1.7;2011-12
Dirk Nowitzki;DAL;Germany;21.6;6.7;2.2;2011-12
Dexter Pittman;MIA;USA;3.0;2.0;0.3;2011-12
Devin Harris;UTA;USA;11.3;1.8;5.0;2011-12
Earl Barron;GSW;USA;2.0;0.5;0.0;2011-12
Manny Harris;CLE;USA;6.7;2.7;1.2;2011-12
Marcus Thornton;SAC;USA;18.7;3.7;1.9;2011-12
MarShon Brooks;NJN;USA;12.6;3.6;2.3;2011-12
Xavier Henry;NOH;USA;5.3;2.4;0.8;2011-12
Xavier Silas;PHI;USA;5.5;2.0;1.5;2011-12
Yi Jianlian;DAL;USA;2.6;1.6;0.2;2011-12
Zach Randolph;MEM;USA;11.6;8.0;1.7;2011-12
Zaza Pachulia;ATL;Georgia;7.8;7.9;1.4;2011-12
Cole Aldrich;OKC;USA;2.2;1.8;0.1;2011-12
Chuck Hayes;SAC;USA;3.2;4.3;1.4;2011-12
Christian Eyenga;LAL;Congo;2.4;2.0;0.7;2011-12
Chris Wright;GSW;USA;2.9;1.9;0.2;2011-12
Chris Wilcox;BOS;USA;5.4;4.4;0.4;2011-12
Chris Singleton;WAS;USA;4.6;3.5;0.7;2011-12
Chris Paul;LAC;USA;19.8;3.6;9.1;2011-12
Wilson Chandler;DEN;USA;9.4;5.1;2.1;2011-12
Chris Kaman;NOH;USA;13.1;7.7;2.1;2011-12
Chris Duhon;ORL;USA;3.8;1.6;2.4;2011-12
Chris Bosh;MIA;USA;18.0;7.9;1.8;2011-12
Chris Andersen;DEN;USA;5.3;4.6;0.2;2011-12
Chauncey Billups;LAC;USA;15.0;2.5;4.0;2011-12
Chase Budinger;HOU;USA;9.6;3.7;1.3;2011-12
Charlie Villanueva;DET;USA;7.0;3.7;0.5;2011-12
Charles Jenkins;GSW;USA;5.8;1.3;3.3;2011-12
Channing Frye;PHX;USA;10.5;5.9;1.4;2011-12
Chandler Parsons;HOU;USA;9.5;4.8;2.1;2011-12
Cartier Martin;WAS;USA;9.3;3.4;0.6;2011-12
Caron Butler;LAC;USA;12.0;3.7;1.2;2011-12
Carmelo Anthony;NYK;USA;22.6;6.3;3.6;2011-12
Chris Johnson;NOH;USA;2.0;1.5;0.1;2011-12
Carlos Delfino;MIL;Argentina;9.0;3.9;2.3;2011-12
Willie Green;ATL;USA;7.6;1.5;0.8;2011-12
Wesley Matthews;POR;USA;13.7;3.4;1.7;2011-12
Tony Allen;MEM;USA;9.8;4.0;1.4;2011-12
Tony Battie;PHI;USA;1.6;2.5;0.6;2011-12
Tony Parker;SAS;France;18.3;2.9;7.7;2011-12
Tracy McGrady;ATL;USA;5.3;3.0;2.1;2011-12
Travis Leslie;LAC;USA;1.4;0.9;0.5;2011-12
Travis Outlaw;SAC;USA;4.3;1.6;0.4;2011-12
Trevor Ariza;NOH;USA;10.8;5.2;3.3;2011-12
Trevor Booker;WAS;USA;8.4;6.5;0.8;2011-12
Trey Johnson;NOH;USA;1.9;1.1;0.4;2011-12
Trey Thompkins;LAC;USA;2.4;1.0;0.1;2011-12
Tristan Thompson;CLE;Canada;8.2;6.5;0.5;2011-12
Troy Murphy;LAL;USA;3.2;3.2;0.9;2011-12
Will Bynum;DET;USA;5.7;1.6;1.8;2011-12
Ty Lawson;DEN;USA;16.4;3.7;6.6;2011-12
Tyler Honeycutt;SAC;USA;1.3;0.9;0.5;2011-12
Tyreke Evans;SAC;USA;16.5;4.6;4.5;2011-12
Tyrus Thomas;CHA;USA;5.6;3.7;0.6;2011-12
Tyson Chandler;NYK;USA;11.3;9.9;0.9;2011-12
Udonis Haslem;MIA;USA;6.0;7.3;0.7;2011-12
Vernon Macklin;DET;USA;2.0;1.5;0.2;2011-12
Vince Carter;DAL;USA;10.1;3.4;2.3;2011-12
Vladimir Radmanovic;ATL;Serbia;4.5;2.9;1.1;2011-12
Von Wafer;ORL;USA;5.9;1.4;0.9;2011-12
Walker Russell;DET;USA;3.0;0.9;2.1;2011-12
Wayne Ellington;MIN;USA;6.1;1.9;0.6;2011-12
Wesley Johnson;MIN;USA;6.0;2.7;0.9;2011-12
Tyler Hansbrough;IND;USA;9.3;4.4;0.5;2011-12
Toney Douglas;NYK;USA;6.2;1.9;2.0;2011-12
Carlos Boozer;CHI;USA;15.0;8.5;1.9;2011-12
Carl Landry;NOH;USA;12.5;5.2;0.9;2011-12
Anthony Randolph;MIN;USA;7.4;3.6;0.6;2011-12
Anthony Parker;CLE;USA;7.2;2.7;2.4;2011-12
Anthony Morrow;NJN;USA;12.0;2.0;1.0;2011-12
Anthony Carter;TOR;USA;2.0;1.4;1.4;2011-12
Antawn Jamison;CLE;USA;17.2;6.3;2.0;2011-12
Andris Biedrins;GSW;Latvia;1.7;3.7;0.3;2011-12
Andrew Goudelock;LAL;USA;4.4;0.8;0.5;2011-12
Andrew Bynum;LAL;USA;18.7;11.8;1.4;2011-12
